,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
44434,E3B73541918852406684522,2012-03-06 03:37:35.323000000,Other,0.3177,Not employed
21566,2B0B3594467940222AEB5D5,2013-11-12 09:02:59.240000000,Other,0.155,"$75,000-99,999"
108215,F20334184874371930DD4C0,2008-04-17 11:21:09.310000000,Administrative Assistant,0.35,"$1-24,999"
17965,57443559007073035F9BDBB,2012-09-18 02:59:55,Other,0.1939,"$50,000-74,999"
35810,83E03571246144925BC7C41,2013-02-28 18:09:19.540000000,Truck Driver,0.1819,"$50,000-74,999"
54224,3D1334981186567764D3CF1,2010-10-31 15:47:17.053000000,Other,0.08,"$25,000-49,999"
92326,60A533815528038592E094F,2007-02-06 15:03:10.240000000,Other,0.099,Not displayed
111511,B2F93423279463220BED822,2008-06-08 14:44:40,Military Officer,0.059,"$50,000-74,999"
86994,B4DF357572570763592F8CE,2013-04-10 06:25:08.880000000,Civil Service,0.1169,"$50,000-74,999"
75328,F2F8360061955743100F60A,2014-01-24 07:03:41.580000000,Executive,0.1795,"$100,000+"
22907,29113590790591754FEF6BA,2013-10-10 14:22:55.293000000,Professional,0.0699,"$100,000+"
99159,61C03600521875196E1ABCC,2014-01-26 08:29:39.147000000,Civil Service,0.1189,"$25,000-49,999"
77010,E5A73405868111108D6B26F,2007-12-02 18:45:36.257000000,Doctor,0.11,"$100,000+"
18868,1CD2357985207780934B155,2013-05-28 07:46:12.923000000,Professional,0.1334,"$75,000-99,999"
10283,E65835423867198118A07D0,2012-03-25 09:12:59.603000000,Laborer,0.2049,"$25,000-49,999"
27064,2FCA3392359362277021A05,2007-06-27 13:40:38.757000000,Executive,0.205,"$100,000+"
32222,D29135447454194965F4A9D,2012-04-09 13:53:39.903000000,Administrative Assistant,0.2452,"$50,000-74,999"
65905,E9D0359281676946553AE1E,2013-10-19 08:16:08.290000000,Other,0.184,"$50,000-74,999"
63708,8DCE35731462387724FB855,2013-03-17 05:29:52.583000000,Social Worker,0.0779,"$25,000-49,999"
31481,72B636012606552839B7522,2014-01-28 06:01:25.280000000,Other,0.1239,"$25,000-49,999"
113284,F03C33652026742055E3F34,2006-04-30 21:38:48.777000000,,0.0795,Not displayed
62713,E9B83594819057200259F60,2013-11-24 19:42:55.790000000,Clerical,0.1725,"$25,000-49,999"
110235,82C035790201065686B6E47,2013-05-26 03:10:38.817000000,Other,0.1459,"$25,000-49,999"
29980,8D093423545976255304876,2008-06-08 18:06:53.810000000,Other,0.1355,"$25,000-49,999"
81402,4DA63517087180398772236,2011-05-22 11:23:40.427000000,Professional,0.1599,"$100,000+"
1376,7B0A3598396494461592310,2013-12-31 16:42:40.333000000,Executive,0.1139,"$75,000-99,999"
16848,46993511524306162693A78,2011-03-23 13:01:05.340000000,Attorney,0.2599,"$100,000+"
60679,E22B3421858596260927E25,2008-05-31 20:04:49.107000000,Other,0.15,"$100,000+"
45492,360235909265376421D8E55,2013-09-25 04:53:40.030000000,Professional,0.2155,"$100,000+"
88481,BE30359398159703741BB9B,2013-11-06 13:45:09.263000000,Teacher,0.195,"$50,000-74,999"
60716,A6C03484273839039859526,2010-05-15 12:35:35.893000000,Executive,0.2725,"$100,000+"
41049,D1BE346992420283423DE71,2009-12-03 09:10:42.327000000,Engineer - Electrical,0.115,"$50,000-74,999"
87287,A7393555916425489833B33,2012-09-06 05:50:05.887000000,Other,0.2909,"$50,000-74,999"
3264,95483557603571516DBC4F4,2012-09-10 06:23:03.677000000,Retail Management,0.2199,"$25,000-49,999"
43108,1680357788622718826C7B9,2013-05-08 09:38:38.097000000,Clerical,0.1914,"$50,000-74,999"
38698,12DB359025117075441BA80,2013-09-22 13:30:13.590000000,Analyst,0.173,"$50,000-74,999"
4390,0EF13594244986363E348BD,2013-11-18 17:25:25.717000000,Truck Driver,0.1485,"$75,000-99,999"
83005,1CD33378912237742991360,2007-01-22 21:58:21.760000000,Accountant/CPA,0.2145,Not displayed
72647,F263354472471287594402B,2012-04-28 12:47:27.583000000,Laborer,0.2958,"$1-24,999"
45052,A3A53541438155424EDEA4C,2012-03-06 08:49:46.253000000,Social Worker,0.2049,"$25,000-49,999"
94869,75B23581250374596ACBCDA,2013-06-18 15:46:16.053000000,Professional,0.2672,"$100,000+"
8767,42FE342494187244913A658,2008-06-29 16:58:46.067000000,Attorney,0.13,"$50,000-74,999"
45326,9B5F3426650221083D88E2F,2008-07-23 06:34:59.860000000,Administrative Assistant,0.2654,"$50,000-74,999"
23803,70B53556006804899738EDF,2012-08-15 02:52:57.890000000,Other,0.2498,"$25,000-49,999"
86168,F7223369439977547F90ECB,2006-09-22 22:56:47.143000000,Other,0.2325,Not displayed
106692,C36E3526462420422112DB1,2011-09-14 09:00:03.537000000,Other,0.3199,Not employed
43371,C3D633654033440315279F8,2006-07-02 22:26:47.370000000,,0.08,Not displayed
31609,812D35887911242255BB657,2013-09-21 03:20:10.070000000,Analyst,0.2699,"$25,000-49,999"
33747,C94235901368617861E5EF0,2013-09-24 14:36:31.940000000,Clerical,0.2999,"$25,000-49,999"
33583,2FAC35935096748973608E6,2013-10-27 11:20:56.710000000,Professional,0.2769,"$50,000-74,999"
26098,06EB3580036964740DFBE2F,2013-06-10 14:58:46.437000000,Nurse (LPN),0.2492,"$25,000-49,999"
64815,B42735361992992913C9454,2012-01-16 04:47:00.570000000,Executive,0.0999,"$100,000+"
107833,225B359374889953568DF8D,2013-10-30 03:27:17.670000000,Retail Management,0.231,"$50,000-74,999"
45656,8D523556586002874250E85,2012-08-19 13:28:47.797000000,Clerical,0.2684,"$25,000-49,999"
3228,050F3565565996063807BBB,2012-12-03 18:29:08.277000000,Sales - Retail,0.1346,"$1-24,999"
70585,E53035795403252384749B2,2013-05-22 03:43:48.977000000,Principal,0.2492,"$75,000-99,999"
102845,8DA4337884619733402D884,2007-01-12 14:49:25.540000000,Other,0.085,Not displayed
86568,43763582459307150B436AC,2013-06-18 15:50:39.357000000,Teacher,0.2059,"$50,000-74,999"
34612,540D34181652471796FA4B8,2008-04-05 23:22:40.303000000,Professional,0.054,"$100,000+"
111471,C9423515648225742A041DF,2011-05-21 09:23:44.037000000,Professional,0.3099,"$50,000-74,999"
66753,76793518405410838AE85E8,2011-06-09 18:50:07.820000000,Analyst,0.1199,"$75,000-99,999"
57438,7E993379087155756C41105,2007-01-15 10:56:45.167000000,Other,0.29,Not displayed
107764,51D135308806526341EFD6B,2011-11-17 08:29:36.997000000,Professional,0.2669,"$50,000-74,999"
104947,941D35615772815146C7090,2012-10-22 14:35:35.710000000,Other,0.3177,"$25,000-49,999"
67222,E57F3365167244513373445,2006-08-04 13:42:20.563000000,,0.2875,Not displayed
75910,F7FE359483679367964DE1F,2013-11-13 12:30:24.937000000,Skilled Labor,0.2925,"$25,000-49,999"
3214,498234048364551273FB847,2007-11-13 14:25:02.087000000,Professional,0.115,"$25,000-49,999"
34605,B50034062960450108BDA30,2007-11-26 10:46:21.590000000,Clerical,0.29,"$25,000-49,999"
101131,DF7C359528114888443F6B0,2013-12-01 06:50:14.093000000,Other,0.201,"$25,000-49,999"
16126,0827350671688350963CEED,2011-02-02 21:21:17.917000000,Other,0.1999,"$50,000-74,999"
75283,73343424562884702DBAEBE,2008-06-20 17:00:12.157000000,Retail Management,0.3106,"$1-24,999"
49708,1DCA358938914819709B637,2013-09-05 12:25:56.577000000,Executive,0.2639,"$75,000-99,999"
15729,98403601216941905A2C775,2014-02-10 08:35:17.697000000,Professional,0.1655,"$50,000-74,999"
77942,CB8A3580268318945A8E0C2,2013-06-10 16:17:42.120000000,Other,0.1519,"$75,000-99,999"
24050,B0DE3402768623203E9BE2C,2007-10-25 08:09:13.763000000,Nurse (RN),0.2562,"$25,000-49,999"
90645,73DB3416734806862BAC2CD,2008-03-20 19:43:43.253000000,Other,0.09,"$25,000-49,999"
106371,8AE43581640238091BC8D97,2013-06-08 03:52:36.573000000,Engineer - Electrical,0.1519,"$100,000+"
85011,5D9B3380811556171759AEC,2007-02-15 12:51:03.270000000,Military Enlisted,0.165,Not displayed
78284,4BDB355358670240518DD46,2012-07-23 18:14:47.920000000,Other,0.2747,"$25,000-49,999"
97074,AEB934718153370278AEA04,2009-12-29 17:45:00.463000000,Other,0.102,"$25,000-49,999"
53453,66483368837301841595A51,2006-09-14 09:23:38.077000000,Waiter/Waitress,0.1119,Not displayed
35324,C4FD34902779393171A8ED6,2010-07-14 19:53:31.277000000,Executive,0.092,"$100,000+"
51232,A6863507157060051B656A9,2011-02-18 11:00:18.297000000,Professional,0.2599,"$50,000-74,999"
76815,83763602892521432FFB6B7,2014-02-27 23:31:17.983000000,Food Service,0.1535,"$50,000-74,999"
97981,87FB3494686830497F7FF10,2010-09-16 10:43:19.157000000,Clerical,0.275,"$25,000-49,999"
98715,264D3546728555420FB66C4,2012-05-10 07:48:34.493000000,Nurse (RN),0.127,"$75,000-99,999"
49685,B29234214035779725E3AEF,2008-05-08 13:36:27.323000000,Engineer - Mechanical,0.15,"$50,000-74,999"
40249,520335931429607756CCCDE,2013-10-29 04:58:17.127000000,Police Officer/Correction Officer,0.2379,"$100,000+"
4465,2FE73470721139572779567,2009-12-08 13:48:25.580000000,Accountant/CPA,0.0985,"$25,000-49,999"
72165,40FF358956447350172598C,2013-09-23 22:21:45.963000000,Professional,0.1199,"$100,000+"
2824,76AC35673669943278E7A82,2013-01-13 10:15:40.323000000,Sales - Commission,0.2127,"$100,000+"
5450,9A85355897956632426FAA1,2012-09-19 08:19:35.717000000,Police Officer/Correction Officer,0.277,"$50,000-74,999"
6674,2F663474608784187680F7C,2010-01-15 21:47:51.547000000,Retail Management,0.16,"$50,000-74,999"
81506,CFF13583258461557F983BD,2013-07-18 12:54:52.707000000,Skilled Labor,0.1824,"$50,000-74,999"
7720,027B360281866182842DC00,2014-02-07 07:57:37.280000000,Other,0.184,"$75,000-99,999"
19125,89A03593074088714D002E5,2013-10-21 18:37:39.713000000,Food Service Management,0.0766,"$50,000-74,999"
36313,B4CF3378182296613326616,2007-01-16 21:03:19.117000000,Social Worker,0.11,Not displayed
55752,D9ED348312775750502E2FF,2010-05-09 08:22:37.557000000,Other,0.3415,"$1-24,999"
79697,C5DA357423333495436AE04,2013-03-24 04:53:03.927000000,Analyst,0.2492,"$25,000-49,999"
109323,285B3547325549950572615,2012-05-11 14:46:58.987000000,Professional,0.2085,"$75,000-99,999"
50741,1D02359787053162801C51D,2013-12-20 18:43:33.947000000,Retail Management,0.099,"$25,000-49,999"
66360,7C423377321196138F09133,2007-01-05 11:11:15.563000000,Scientist,0.065,Not displayed
85416,C2D5360031296488090E771,2014-01-20 12:53:07.440000000,Teacher,0.197,"$50,000-74,999"
38203,474435952187852029A2F0B,2013-11-26 06:58:17.897000000,Analyst,0.1465,"$100,000+"
44879,4D463425004636265A7ACDB,2008-06-19 10:23:05.283000000,Waiter/Waitress,0.25,"$1-24,999"
57875,E2F33380739302270BF5E70,2007-02-13 20:34:45.973000000,Retail Management,0.29,"$25,000-49,999"
80201,F8B536034839152911A4FDB,2014-02-28 12:47:41.933000000,Laborer,0.1415,"$25,000-49,999"
64874,7BC93598495664289BABD6E,2014-01-07 11:17:18,Tradesman - Electrician,0.2394,"$1-24,999"
103964,FF843597330859659AF894C,2013-12-28 13:32:16.640000000,Computer Programmer,0.1535,"$50,000-74,999"
99820,266135939409558510A0D6D,2013-11-04 16:17:51.850000000,Executive,0.1099,"$50,000-74,999"
97510,FB3E3552428211517EA8704,2012-07-08 04:45:42.187000000,Other,0.222,"$25,000-49,999"
112923,E4293546580251008B086B7,2012-05-04 10:17:25.220000000,Professional,0.0649,"$75,000-99,999"
30460,16A9337692163769395DC97,2006-12-18 06:52:31.440000000,Sales - Retail,0.26,Not displayed
58718,C24635992907589554DA11B,2014-01-08 18:30:10.870000000,Retail Management,0.197,"$25,000-49,999"
107714,229E3603658960730F30C06,2014-02-16 10:12:34.020000000,Military Enlisted,0.15,"$50,000-74,999"
105638,952635961304900498E5513,2013-12-14 20:15:31.463000000,Clerical,0.1765,"$25,000-49,999"
105718,EF403595793945858C0646A,2013-12-07 13:43:15.473000000,Tradesman - Mechanic,0.1765,"$50,000-74,999"
42659,012435923280019653417F8,2013-10-25 06:31:51.833000000,Laborer,0.2379,"$50,000-74,999"
107044,132C3577665294577228566,2013-05-03 12:31:07.733000000,Clerical,0.1249,"$25,000-49,999"
50994,3CB5351479246503493B1C6,2011-05-11 12:59:34.613000000,Truck Driver,0.1499,"$50,000-74,999"
60373,1F873423078337166B90E3E,2008-06-01 14:44:02.280000000,Analyst,0.2375,"$50,000-74,999"
69242,3D1635255105489847DBDE1,2011-08-30 08:41:59.857000000,Other,0.2699,"$50,000-74,999"
39918,4439354021142283928E6FE,2012-02-11 20:57:53.880000000,Professional,0.0649,"$50,000-74,999"
29123,6C503476587539148CB6E2A,2010-02-23 02:38:05.850000000,Other,0.1385,"$1-24,999"
106510,897534005480970414EA100,2007-10-01 18:15:26.457000000,Other,0.09,"$100,000+"
45367,198E35813118872031A753D,2013-06-17 06:19:58.400000000,Professional,0.1049,"$100,000+"
86552,5D403547738838234BCF119,2012-05-25 06:40:55.053000000,Nurse (RN),0.2499,"$75,000-99,999"
62976,FB053587586347497DCD223,2013-08-18 21:46:48.467000000,Nurse (RN),0.2346,"$75,000-99,999"
109212,68AC3553956626912D39804,2012-08-10 14:24:02.097000000,Scientist,0.3177,"$25,000-49,999"
38930,48C93386054933991EA2BD2,2007-04-01 09:42:33.030000000,Other,0.17,"$100,000+"
56721,1B793490908283702551556,2010-07-28 19:03:19.083000000,Computer Programmer,0.275,"$50,000-74,999"
108866,53683475949460191EFD6D2,2010-02-09 10:11:35.740000000,Professional,0.102,"$75,000-99,999"
70448,720A3512113308840F82C39,2011-04-04 06:25:51.850000000,Sales - Retail,0.3199,"$1-24,999"
62087,32593365474324502A47833,2006-06-07 13:07:36.140000000,,0.25,Not displayed
79809,C999340957490684207F022,2008-01-15 12:53:23.527000000,Other,0.146,"$50,000-74,999"
18651,1F283471159355518DCAC0E,2009-12-13 13:54:19.213000000,Accountant/CPA,0.2085,"$50,000-74,999"
83030,4355359600604913133299A,2013-12-02 13:39:28.430000000,Food Service,0.285,"$1-24,999"
98742,2B9935853675729946A6E5C,2013-07-24 14:09:45.143000000,Teacher,0.184,"$75,000-99,999"
91102,4A5335759021678583EDEA5,2013-04-09 08:41:17.830000000,Professor,0.2049,"$50,000-74,999"
32839,D75334309493571295785B1,2008-08-30 23:19:50.987000000,Other,0.23,"$50,000-74,999"
25357,2B8C3590059186954502C7B,2013-09-19 12:05:04.910000000,Food Service Management,0.144,"$1-24,999"
34408,78663432202929365150586,2008-09-18 11:23:49.960000000,Military Officer,0.1495,"$75,000-99,999"
86974,EDCA3577103994223C7FFFF,2013-04-15 12:06:43.110000000,Computer Programmer,0.2492,"$75,000-99,999"
47019,A346358325621029125B1A4,2013-07-15 17:06:51.457000000,Other,0.1559,"$100,000+"
58119,A3953491555745398C12A63,2010-08-17 17:37:26.787000000,Military Officer,0.17,"$100,000+"
83220,57A63487565096813C6885E,2010-07-04 16:38:28.783000000,Analyst,0.32,"$75,000-99,999"
61624,1E0B35889279965221ACED3,2013-09-19 07:27:51.007000000,Teacher,0.173,"$50,000-74,999"
6494,9D553575385484813A4C204,2013-03-26 04:23:28.160000000,Teacher,0.1864,"$50,000-74,999"
112042,F099357376856193737A651,2013-03-28 15:07:01.470000000,Other,0.2712,"$75,000-99,999"
61038,C8403553712136351845F69,2012-08-04 08:20:21.657000000,Accountant/CPA,0.0839,"$100,000+"
86909,B4CE3596718191994096E1F,2013-12-20 15:55:10.640000000,Other,0.1765,"$50,000-74,999"
2457,0CBA3432302305034981EE2,2008-09-15 07:32:34.330000000,Other,0.162,"$50,000-74,999"
10508,CC263602834969083F6AC68,2014-02-17 12:45:11.483000000,Police Officer/Correction Officer,0.2304,"$75,000-99,999"
56186,5336357801655490533659C,2013-05-09 10:29:01.797000000,Attorney,0.1874,"$100,000+"
10088,9F7A3524097185945CE8A3D,2011-08-26 11:13:35.710000000,Other,0.2699,"$25,000-49,999"
89957,E3C6355252216130456D9D8,2012-07-07 14:05:30.337000000,Truck Driver,0.1679,"$50,000-74,999"
74257,F8C635338342271730924E9,2011-12-24 13:18:52.823000000,Computer Programmer,0.2511,"$75,000-99,999"
51859,9C8C35337590103345F859F,2011-12-23 08:37:03.213000000,Other,0.2511,Not employed
36897,FD27359504750223776B873,2013-11-12 13:23:05.927000000,Retail Management,0.0819,"$100,000+"
35030,C2873553810150666F18799,2012-07-30 05:19:08.653000000,Analyst,0.2804,"$25,000-49,999"
19750,9372340926042123187F460,2007-12-31 12:09:02.197000000,Civil Service,0.13,"$50,000-74,999"
80264,3F3233690498127521BA449,2006-09-27 12:58:49.287000000,Other,0.09,Not displayed
71501,EBB63390400434999EB3CDB,2007-06-06 16:59:48.173000000,Truck Driver,0.15,"$25,000-49,999"
87246,5CB0360339522930755E8A6,2014-02-13 16:57:02.020000000,Analyst,0.1099,"$75,000-99,999"
111786,896E3603970468116D6B254,2014-02-19 15:02:32.223000000,Executive,0.1435,"$75,000-99,999"
81492,3B1835581411162368AAAFF,2012-09-28 14:12:38.537000000,Bus Driver,0.2632,"$25,000-49,999"
45233,E53735628089453482503BD,2012-11-13 13:05:54.200000000,Food Service Management,0.2333,"$25,000-49,999"
19127,6CA1359646813642599A838,2013-12-14 13:52:10.403000000,Other,0.1314,"$50,000-74,999"
62865,A9C435901428017966FE816,2013-09-14 06:06:22.777000000,Sales - Retail,0.1915,"$1-24,999"
111108,81223506178582698F9C414,2011-01-31 09:00:54.607000000,Professional,0.2699,"$100,000+"
106871,8BE43424210960899A5B0CB,2008-07-03 15:14:53.723000000,Teacher,0.15,"$25,000-49,999"
63856,E5DA34030328126600B6B4E,2007-10-19 10:12:59.260000000,Other,0.149,"$25,000-49,999"
66609,B8273384423523578351DAE,2007-03-09 13:55:34.263000000,Medical Technician,0.085,"$1-24,999"
48768,49553600808674151859C8F,2014-01-28 18:20:33.453000000,Professional,0.1465,"$25,000-49,999"
22293,2D6E3549551969842BAFEDB,2012-06-16 10:22:32.423000000,Other,0.2085,"$75,000-99,999"
63185,C6F23485527636412503F8C,2010-05-23 22:51:07.880000000,Food Service Management,0.092,"$25,000-49,999"
52456,A6EA3556270661936AA5233,2012-08-24 06:49:44.343000000,Other,0.2099,"$100,000+"
74323,F93135879902043077A947F,2013-09-04 13:18:50.940000000,Accountant/CPA,0.1984,"$75,000-99,999"
15175,11F23564786886817C340A4,2012-11-23 09:15:17.093000000,Truck Driver,0.3177,"$25,000-49,999"
112417,F79335997462961336396EC,2014-01-21 14:34:09.207000000,Accountant/CPA,0.162,"$50,000-74,999"
36059,03E13381465491033DCB342,2007-02-07 10:22:46.997000000,Sales - Commission,0.13,Not displayed
16585,142635569590437869861B6,2012-09-14 11:53:03.070000000,Student - College Graduate Student,0.3304,"$25,000-49,999"
92027,B3993554371530969C9B932,2012-08-06 06:16:00.200000000,Analyst,0.1299,"$75,000-99,999"
42411,3A0E3550372862669EFCD9C,2012-06-24 07:14:07.253000000,Other,0.2287,"$1-24,999"
38884,F0D13601009359676392113,2014-02-04 15:10:40.707000000,Other,0.197,"$25,000-49,999"
18879,882C359797533415402D7F0,2013-12-14 10:14:01.017000000,Other,0.15,"$25,000-49,999"
22301,D7453557361755839AEF6B5,2012-09-16 22:40:52.227000000,Truck Driver,0.2524,"$75,000-99,999"
65608,6D5335379013241182493A6,2012-01-29 10:29:16.207000000,Construction,0.1449,"$1-24,999"
82621,E9DD342283837408497834E,2008-06-09 01:12:04.510000000,Other,0.35,"$25,000-49,999"
58753,239A3504595646799CD2555,2011-01-03 10:37:15.283000000,Fireman,0.1095,"$25,000-49,999"
46705,ED3534068908949345B15F2,2007-11-30 10:12:43.400000000,Other,0.13,"$25,000-49,999"
31655,D1CB3365068919100D67A1F,2006-06-13 14:53:09.333000000,,0.18,Not displayed
22279,BD8C3603873229211C4BEFE,2014-02-25 11:33:45.050000000,Other,0.28,"$1-24,999"
63779,3005337127647116229CF21,2006-10-30 06:01:05.880000000,Sales - Commission,0.17,Not displayed
89307,5ED336012164950903D3B6F,2014-01-31 13:24:56.143000000,Skilled Labor,0.1189,"$25,000-49,999"
109361,73ED35520871711752F5554,2012-07-21 03:44:07.970000000,Other,0.3177,"$1-24,999"
17481,1BAF3421522513638576D2D,2008-05-31 21:51:13.620000000,Clerical,0.059,"$25,000-49,999"
103913,B7CE33720352596710E4BBE,2006-10-16 17:21:29.903000000,Other,0.29,Not displayed
57928,21713549127455764A02990,2012-06-11 14:28:02.380000000,Clergy,0.3177,"$75,000-99,999"
43145,57AC3594659760281BD1D49,2013-11-04 14:17:25.640000000,Professional,0.152,"$75,000-99,999"
34607,53D73554376603591B18957,2012-08-14 17:05:26.727000000,Other,0.2259,"$25,000-49,999"
50873,1BF735672532764482EA9AD,2013-01-11 10:40:45.763000000,Truck Driver,0.1734,"$50,000-74,999"
42044,013A3599796932753746982,2014-01-07 09:23:34.250000000,Other,0.184,"$75,000-99,999"
35094,31BD3480342875831EC3E70,2010-04-14 09:47:30.240000000,Sales - Retail,0.2085,"$50,000-74,999"
113814,C6E93382404306783534ACA,2007-02-18 17:58:08.440000000,Other,0.26,"$1-24,999"
8859,79EB3523198139581107888,2011-08-16 11:50:26.460000000,Professional,0.3199,"$50,000-74,999"
56878,C5093404618248067C72A4D,2007-11-12 08:54:48.910000000,Computer Programmer,0.1877,"$75,000-99,999"
77021,461B3535041330827EC68EE,2011-12-14 12:19:29.733000000,Analyst,0.3058,"$25,000-49,999"
110706,84153424103322520C3AEDF,2008-06-17 17:20:03.100000000,Military Enlisted,0.1045,"$50,000-74,999"
110932,B8793512831209411792B14,2011-04-18 17:58:57.533000000,Professional,0.1546,"$75,000-99,999"
30697,18B935020562743417DF3C6,2010-12-14 02:53:53.417000000,Clerical,0.35,"$1-24,999"
76736,47033599416628936FFE9A7,2014-01-16 10:30:42.497000000,Attorney,0.1465,"$75,000-99,999"
36943,116433661175603929D109F,2006-05-26 19:08:20.190000000,,0.1162,Not displayed
21645,38F93594444683004A54287,2013-11-14 09:07:26.633000000,Professional,0.162,"$100,000+"
43739,D475359492036133586991D,2013-11-26 12:10:43.980000000,Other,0.1355,"$100,000+"
77916,C56C35263635951703BF9FA,2011-09-17 10:54:38.067000000,Engineer - Electrical,0.3099,"$50,000-74,999"
89338,AB1435386750968486B8678,2012-02-17 15:12:19.627000000,Professional,0.2705,"$25,000-49,999"
8557,9F7D3501339264663888E45,2010-11-27 09:17:35.333000000,Food Service Management,0.301,"$25,000-49,999"
27670,5BE23530878210783887D5F,2011-11-15 17:10:26.910000000,Professional,0.1074,"$100,000+"
1091,2EA733992935578977537B6,2007-09-11 13:02:31.717000000,Tradesman - Mechanic,0.1345,"$25,000-49,999"
62793,1EE53395995482073F57B1E,2007-07-20 12:34:49.243000000,Skilled Labor,0.2595,"$50,000-74,999"
88226,5DF63421389666066D14DCB,2008-05-20 18:30:12.337000000,Teacher,0.35,"$25,000-49,999"
22535,437D360376928631065C72C,2014-03-01 08:41:16.047000000,Other,0.1715,"$50,000-74,999"
5577,385B35835325789592D48F3,2013-07-10 19:27:03.423000000,Other,0.2259,"$50,000-74,999"
23018,9AB73589371836210B12E3D,2013-09-26 08:07:32.073000000,Other,0.1299,"$25,000-49,999"
96990,B0123374189710382C2684C,2006-11-20 19:09:50.263000000,Other,0.18,Not displayed
89969,88AF3603323735472CFF333,2014-02-19 17:12:00.643000000,Other,0.2624,"$25,000-49,999"
28151,D0E13376173498991AEBB14,2006-12-21 10:01:44.470000000,Administrative Assistant,0.195,Not displayed
47001,A25933927683112467F53CB,2007-07-02 19:53:36.173000000,Professional,0.102,"$75,000-99,999"
14010,47F03381952027042CC9C81,2007-02-21 20:49:01.477000000,Realtor,0.1799,"$1-24,999"
90823,DF50358653651484497B296,2013-08-07 16:54:07.053000000,Professional,0.1099,"$75,000-99,999"
100443,D931358149805042483B851,2013-06-12 10:09:27.010000000,Other,0.1874,"$25,000-49,999"
42263,B8103572034844057EDC39E,2013-02-20 05:28:36.493000000,Teacher,0.1864,"$50,000-74,999"
87273,5A8A359122922424125FB7E,2013-09-24 16:42:52.203000000,Other,0.2225,"$25,000-49,999"
23553,B1DE3595913047243C03AE1,2013-11-22 16:20:48.763000000,Construction,0.1585,"$25,000-49,999"
61451,C59B3564401444485782E07,2012-11-27 09:32:06.683000000,Professional,0.2118,"$50,000-74,999"
94001,2AE7356322112862685DF15,2012-11-10 07:25:02.537000000,Other,0.2099,"$25,000-49,999"
50800,A713353397084951438F25E,2011-12-25 22:51:07.063000000,Computer Programmer,0.3127,"$75,000-99,999"
73167,607C360171995368833D9B9,2014-01-28 08:19:51.933000000,Administrative Assistant,0.2774,"$25,000-49,999"
23180,7506355120669050132B9D7,2012-06-23 11:38:04.153000000,Waiter/Waitress,0.2287,"$1-24,999"
31147,65713562843539197DD4A5F,2012-11-15 06:37:32.727000000,Administrative Assistant,0.2024,"$25,000-49,999"
105801,6C4733937640791343555A0,2007-07-09 06:08:34.310000000,Professional,0.1926,"$75,000-99,999"
4380,86ED3425696003694C2F947,2008-07-17 09:48:33.910000000,Engineer - Electrical,0.1075,"$25,000-49,999"
68772,3CB833998661335555BB73B,2007-09-14 19:23:45.473000000,Professional,0.0997,"$25,000-49,999"
29684,167035611525589224F0629,2012-10-16 09:51:05.963000000,Professional,0.1271,"$50,000-74,999"
52601,1EF5359223692657272A352,2013-10-22 06:18:21.587000000,Other,0.0949,"$75,000-99,999"
112612,FAC53530559764926208FC3,2011-11-09 05:22:49.843000000,Professional,0.1764,"$50,000-74,999"
106714,129035802866559525A8F84,2013-06-12 13:36:54.633000000,Civil Service,0.2579,"$50,000-74,999"
71389,C94335467424399489C9B48,2012-05-02 04:15:17.787000000,Other,0.2148,"$50,000-74,999"
78584,1B8B33704995093526E53AC,2006-10-05 01:33:59.580000000,Other,0.19,Not displayed
97963,2CD0357434192065450151C,2013-03-31 03:12:55.273000000,Investor,0.2049,"$100,000+"
44729,D4AF360193559600080C98B,2014-02-13 09:23:06.070000000,Professor,0.1099,"$100,000+"
500,452B3387588905750863129,2007-04-18 23:34:24.330000000,Other,0.18,"$50,000-74,999"
93698,57293507975068273FD9B9C,2011-02-09 15:34:44.353000000,Tradesman - Electrician,0.1949,"$25,000-49,999"
28485,12FE3381355156324B5D296,2007-02-21 04:04:01.007000000,Analyst,0.1775,"$50,000-74,999"
31090,1A5E3483460639150E97CE3,2010-04-27 05:40:45.603000000,Executive,0.092,"$50,000-74,999"
36927,EF8E3551293632112771C65,2012-06-28 08:51:01.403000000,Nurse (RN),0.1151,"$100,000+"
25832,CEE13515215745806F4AC34,2011-05-16 12:29:37.920000000,Other,0.1999,"$25,000-49,999"
78379,EB07354479887465350A07F,2012-04-10 12:37:29.723000000,Social Worker,0.3177,"$50,000-74,999"
19582,915E35735793835816B9036,2013-03-17 14:38:56.667000000,Other,0.1219,"$50,000-74,999"
12113,39023396318631068F9DAF9,2007-07-25 22:32:30.770000000,Food Service Management,0.1494,"$25,000-49,999"
68129,FAB8354025307156997BED1,2012-03-02 11:56:15.483000000,Professional,0.287,"$75,000-99,999"
62487,B11535957769801343F193D,2013-11-20 13:05:11.767000000,Executive,0.1039,"$50,000-74,999"
31033,C18834237252899254E13DE,2008-06-15 19:08:03.377000000,Professional,0.1399,"$100,000+"
18730,DEA23590779267919692CAB,2013-10-06 08:05:19.603000000,Attorney,0.162,"$100,000+"
18949,01B13427446232612A0D76C,2008-08-02 15:58:52.700000000,Other,0.1495,"$100,000+"
110086,A3703574974332153115CE8,2013-03-29 14:24:15.573000000,Other,0.2506,"$50,000-74,999"
